firm_id,firm_name,city,county,state,practice_areas,year_founded,estimated_attorney_count,phone,website,verified_source,avvo_rating,google_rating,firm_type,status
CA-000241,The Harris PLLC,Mountain View,Santa Clara,CA,Litigation; Civil Litigation; Trial Law,1991,10,(619) 555-1241,https://theharrispllc.com,California Secretary of State + State Bar Aggregation,9.1,4.1,Boutique,ACTIVE
CA-000242,"Green, Rogers & Rodriguez",Mountain View,Santa Clara,CA,Employment Law; HR Compliance,1992,10,(949) 555-1242,https://greenrogersandrodriguez.com,California Secretary of State + State Bar Aggregation,9.2,4.2,Small Firm (2-10),ACTIVE
CA-000243,Roberts-Howard LLP,Mountain View,Santa Clara,CA,Real Estate; Property Law,1993,166,(562) 555-1243,https://robertshowardllp.com,California Secretary of State + State Bar Aggregation,9.3,4.3,Large (50-200),ACTIVE
CA-000244,Evans & Garcia Associates,Mountain View,Santa Clara,CA,Family Law; Divorce; Custody,1994,1,(323) 555-1244,https://evansandgarciaassociates.com,California Secretary of State + State Bar Aggregation,9.4,4.4,Solo Practice,ACTIVE
CA-000245,Morris LLC,Mountain View,Santa Clara,CA,Criminal Law; White Collar Crime,1995,18,(661) 555-1245,https://morrisllc.com,California Secretary of State + State Bar Aggregation,9.5,4.5,Mid-Size (11-50),ACTIVE
CA-000246,The Morgan Law Firm,Mountain View,Santa Clara,CA,Immigration Law; Visa Matters,1996,6,(831) 555-1246,https://themorganlawfirm.com,California Secretary of State + State Bar Aggregation,9.6,4.6,Boutique,ACTIVE
CA-000247,"Bell, Moore & Johnson",Mountain View,Santa Clara,CA,Bankruptcy; Debt Relief,1997,5,(415) 555-1247,https://bellmooreandjohnson.com,California Secretary of State + State Bar Aggregation,9.7,4.7,Small Firm (2-10),ACTIVE
CA-000248,Williams-Roberts Attorneys,Mountain View,Santa Clara,CA,Environmental Law; Compliance,1998,67,(805) 555-1248,https://williamsrobertsattorneys.com,California Secretary of State + State Bar Aggregation,9.8,4.8,Large (50-200),ACTIVE
CA-000249,Miller & Collins Legal,Mountain View,Santa Clara,CA,Estate Planning; Probate,1999,1,(760) 555-1249,https://millerandcollinslegal.com,California Secretary of State + State Bar Aggregation,9.9,4.9,Solo Practice,ACTIVE
CA-000250,Hernandez Counsel,Mountain View,Santa Clara,CA,Securities Law; Compliance; Enforcement,2000,32,(858) 555-1250,https://hernandezcounsel.com,California Secretary of State + State Bar Aggregation,7.5,4.0,Mid-Size (11-50),ACTIVE
CA-000251,The Chen PLLC,Mountain View,Santa Clara,CA,Entertainment Law; Media & Broadcasting,2001,3,(714) 555-1251,https://thechenpllc.com,California Secretary of State + State Bar Aggregation,7.6,4.1,Boutique,ACTIVE
CA-000252,Jones Law Firm,Pasadena,Los Angeles,CA,Criminal Law; White Collar Crime,2002,48,(661) 555-1252,https://joneslawfirm.com,California Secretary of State + State Bar Aggregation,7.7,4.2,Mid-Size (11-50),ACTIVE
CA-000253,The Rodriguez Partners,Pasadena,Los Angeles,CA,Immigration Law; Visa Matters,2003,11,(831) 555-1253,https://therodriguezpartners.com,California Secretary of State + State Bar Aggregation,7.8,4.3,Boutique,ACTIVE
CA-000254,"Gonzalez, Jones & Cooper",Pasadena,Los Angeles,CA,Bankruptcy; Debt Relief,2004,5,(415) 555-1254,https://gonzalezjonesandcooper.com,California Secretary of State + State Bar Aggregation,7.9,4.4,Small Firm (2-10),ACTIVE
CA-000255,Anderson-Hernandez Associates,Pasadena,Los Angeles,CA,Environmental Law; Compliance,2005,107,(805) 555-1255,https://andersonhernandezassociates.com,California Secretary of State + State Bar Aggregation,8.0,4.5,Large (50-200),ACTIVE
CA-000256,White & Anderson Counsel,Pasadena,Los Angeles,CA,Estate Planning; Probate,2006,1,(760) 555-1256,https://whiteandandersoncounsel.com,California Secretary of State + State Bar Aggregation,8.1,4.6,Solo Practice,ACTIVE
CA-000257,Young PLLC,Pasadena,Los Angeles,CA,Securities Law; Compliance; Enforcement,2007,11,(858) 555-1257,https://youngpllc.com,California Secretary of State + State Bar Aggregation,8.2,4.7,Mid-Size (11-50),ACTIVE
CA-000258,The Carter Law Group,Pasadena,Los Angeles,CA,Entertainment Law; Media & Broadcasting,2008,4,(714) 555-1258,https://thecarterlawgroup.com,California Secretary of State + State Bar Aggregation,8.3,4.8,Boutique,ACTIVE
CA-000259,"Parker, Edwards & Reeves",Pasadena,Los Angeles,CA,Healthcare Law; Medical Malpractice,2009,2,(213) 555-1259,https://parkeredwardsandreeves.com,California Secretary of State + State Bar Aggregation,8.4,4.9,Small Firm (2-10),ACTIVE
CA-000260,Reeves-Rogers Legal,Pasadena,Los Angeles,CA,Personal Injury; Wrongful Death,2010,109,(818) 555-1260,https://reevesrogerslegal.com,California Secretary of State + State Bar Aggregation,8.5,4.0,Large (50-200),ACTIVE
CA-000261,Rogers & Howard LLC,Pasadena,Los Angeles,CA,Corporate Law; Business Formation,2011,1,(559) 555-1261,https://rogersandhowardllc.com,California Secretary of State + State Bar Aggregation,8.6,4.1,Solo Practice,ACTIVE
CA-000262,Reed Law Firm,Pasadena,Los Angeles,CA,Intellectual Property; Patent Law,2012,15,(510) 555-1262,https://reedlawfirm.com,California Secretary of State + State Bar Aggregation,8.7,4.2,Mid-Size (11-50),ACTIVE
CA-000263,The Johnson Partners,Pasadena,Los Angeles,CA,Litigation; Civil Litigation; Trial Law,2013,3,(650) 555-1263,https://thejohnsonpartners.com,California Secretary of State + State Bar Aggregation,8.8,4.3,Boutique,ACTIVE
CA-000264,"Garcia, Taylor & Roberts",Pasadena,Los Angeles,CA,Employment Law; HR Compliance,2014,7,(909) 555-1264,https://garciataylorandroberts.com,California Secretary of State + State Bar Aggregation,8.9,4.4,Small Firm (2-10),ACTIVE
CA-000265,Martinez-Moore Associates,Pasadena,Los Angeles,CA,Real Estate; Property Law,2015,69,(619) 555-1265,https://martinezmooreassociates.com,California Secretary of State + State Bar Aggregation,9.0,4.5,Large (50-200),ACTIVE
CA-000266,"Howard, Kim & Campbell",Torrance,Los Angeles,CA,Healthcare Law; Medical Malpractice,2016,10,(213) 555-1266,https://howardkimandcampbell.com,California Secretary of State + State Bar Aggregation,9.1,4.6,Small Firm (2-10),ACTIVE
CA-000267,Brown-Harris Counsel,Torrance,Los Angeles,CA,Personal Injury; Wrongful Death,2017,111,(818) 555-1267,https://brownharriscounsel.com,California Secretary of State + State Bar Aggregation,9.2,4.7,Large (50-200),ACTIVE
CA-000268,Davis & Nelson Law Firm,Torrance,Los Angeles,CA,Corporate Law; Business Formation,2018,1,(559) 555-1268,https://davisandnelsonlawfirm.com,California Secretary of State + State Bar Aggregation,9.3,4.8,Solo Practice,ACTIVE
CA-000269,Lopez Partners,Torrance,Los Angeles,CA,Intellectual Property; Patent Law,2019,28,(510) 555-1269,https://lopezpartners.com,California Secretary of State + State Bar Aggregation,9.4,4.9,Mid-Size (11-50),ACTIVE
CA-000270,The Kim LLP,Torrance,Los Angeles,CA,Litigation; Civil Litigation; Trial Law,2020,13,(650) 555-1270,https://thekimllp.com,California Secretary of State + State Bar Aggregation,9.5,4.0,Boutique,ACTIVE
CA-000271,"Jackson, Bell & Young",Torrance,Los Angeles,CA,Employment Law; HR Compliance,2021,9,(909) 555-1271,https://jacksonbellandyoung.com,California Secretary of State + State Bar Aggregation,9.6,4.1,Small Firm (2-10),ACTIVE
CA-000272,Moore-Jones LLC,Torrance,Los Angeles,CA,Real Estate; Property Law,2022,105,(619) 555-1272,https://moorejonesllc.com,California Secretary of State + State Bar Aggregation,9.7,4.2,Large (50-200),ACTIVE
CA-000273,Nelson & Hernandez PLLC,Torrance,Los Angeles,CA,Family Law; Divorce; Custody,2023,1,(949) 555-1273,https://nelsonandhernandezpllc.com,California Secretary of State + State Bar Aggregation,9.8,4.3,Solo Practice,ACTIVE
CA-000274,Campbell Law Group,Torrance,Los Angeles,CA,Criminal Law; White Collar Crime,2024,45,(562) 555-1274,https://campbelllawgroup.com,California Secretary of State + State Bar Aggregation,9.9,4.4,Mid-Size (11-50),ACTIVE
CA-000275,The Collins Attorneys,Torrance,Los Angeles,CA,Immigration Law; Visa Matters,1970,5,(323) 555-1275,https://thecollinsattorneys.com,California Secretary of State + State Bar Aggregation,7.5,4.5,Boutique,ACTIVE
CA-000276,"Cook, Carter & Taylor",Torrance,Los Angeles,CA,Bankruptcy; Debt Relief,1971,9,(661) 555-1276,https://cookcarterandtaylor.com,California Secretary of State + State Bar Aggregation,7.6,4.6,Small Firm (2-10),ACTIVE
CA-000277,Cooper-Edwards Counsel,Torrance,Los Angeles,CA,Environmental Law; Compliance,1972,113,(831) 555-1277,https://cooperedwardscounsel.com,California Secretary of State + State Bar Aggregation,7.7,4.7,Large (50-200),ACTIVE
CA-000278,Smith & Rogers Law Firm,Torrance,Los Angeles,CA,Estate Planning; Probate,1973,1,(415) 555-1278,https://smithandrogerslawfirm.com,California Secretary of State + State Bar Aggregation,7.8,4.8,Solo Practice,ACTIVE
CA-000279,Jones Partners,Torrance,Los Angeles,CA,Securities Law; Compliance; Enforcement,1974,41,(805) 555-1279,https://jonespartners.com,California Secretary of State + State Bar Aggregation,7.9,4.9,Mid-Size (11-50),ACTIVE
CA-000280,Morgan & Murphy Law Group,Ventura,Ventura,CA,Family Law; Divorce; Custody,1975,1,(949) 555-1280,https://morganandmurphylawgroup.com,California Secretary of State + State Bar Aggregation,8.0,4.0,Solo Practice,ACTIVE
CA-000281,Bell Attorneys,Ventura,Ventura,CA,Criminal Law; White Collar Crime,1976,37,(562) 555-1281,https://bellattorneys.com,California Secretary of State + State Bar Aggregation,8.1,4.1,Mid-Size (11-50),ACTIVE
CA-000282,The Williams Associates,Ventura,Ventura,CA,Immigration Law; Visa Matters,1977,6,(323) 555-1282,https://thewilliamsassociates.com,California Secretary of State + State Bar Aggregation,8.2,4.2,Boutique,ACTIVE
CA-000283,"Miller, Martinez & Gonzalez",Ventura,Ventura,CA,Bankruptcy; Debt Relief,1978,3,(661) 555-1283,https://millermartinezandgonzalez.com,California Secretary of State + State Bar Aggregation,8.3,4.3,Small Firm (2-10),ACTIVE
CA-000284,Hernandez-Kim PLLC,Ventura,Ventura,CA,Environmental Law; Compliance,1979,75,(831) 555-1284,https://hernandezkimpllc.com,California Secretary of State + State Bar Aggregation,8.4,4.4,Large (50-200),ACTIVE
CA-000285,Chen & Harris Partners,Ventura,Ventura,CA,Estate Planning; Probate,1980,1,(415) 555-1285,https://chenandharrispartners.com,California Secretary of State + State Bar Aggregation,8.5,4.5,Solo Practice,ACTIVE
CA-000286,Thomas LLP,Ventura,Ventura,CA,Securities Law; Compliance; Enforcement,1981,38,(805) 555-1286,https://thomasllp.com,California Secretary of State + State Bar Aggregation,8.6,4.6,Mid-Size (11-50),ACTIVE
CA-000287,The Martin Legal,Ventura,Ventura,CA,Entertainment Law; Media & Broadcasting,1982,8,(760) 555-1287,https://themartinlegal.com,California Secretary of State + State Bar Aggregation,8.7,4.7,Boutique,ACTIVE
CA-000288,"Adams, Cook & Garcia",Ventura,Ventura,CA,Healthcare Law; Medical Malpractice,1983,8,(858) 555-1288,https://adamscookandgarcia.com,California Secretary of State + State Bar Aggregation,8.8,4.8,Small Firm (2-10),ACTIVE
CA-000289,Phillips-Bell Law Firm,Ventura,Ventura,CA,Personal Injury; Wrongful Death,1984,156,(714) 555-1289,https://phillipsbelllawfirm.com,California Secretary of State + State Bar Aggregation,8.9,4.9,Large (50-200),ACTIVE
CA-000290,Edwards & Jones Law Group,Ventura,Ventura,CA,Corporate Law; Business Formation,1985,1,(213) 555-1290,https://edwardsandjoneslawgroup.com,California Secretary of State + State Bar Aggregation,9.0,4.0,Solo Practice,ACTIVE
CA-000291,Murphy Attorneys,Ventura,Ventura,CA,Intellectual Property; Patent Law,1986,40,(818) 555-1291,https://murphyattorneys.com,California Secretary of State + State Bar Aggregation,9.1,4.1,Mid-Size (11-50),ACTIVE
CA-000292,The Peterson Associates,Ventura,Ventura,CA,Litigation; Civil Litigation; Trial Law,1987,14,(559) 555-1292,https://thepetersonassociates.com,California Secretary of State + State Bar Aggregation,9.2,4.2,Boutique,ACTIVE
CA-000293,"Howard, Martin & Bell",Ventura,Ventura,CA,Employment Law; HR Compliance,1988,2,(510) 555-1293,https://howardmartinandbell.com,California Secretary of State + State Bar Aggregation,9.3,4.3,Small Firm (2-10),ACTIVE
CA-000294,The Reeves Counsel,Sunnyvale,Santa Clara,CA,Entertainment Law; Media & Broadcasting,1989,13,(760) 555-1294,https://thereevescounsel.com,California Secretary of State + State Bar Aggregation,9.4,4.4,Boutique,ACTIVE
CA-000295,"Rogers, White & Smith",Sunnyvale,Santa Clara,CA,Healthcare Law; Medical Malpractice,1990,3,(858) 555-1295,https://rogerswhiteandsmith.com,California Secretary of State + State Bar Aggregation,9.5,4.5,Small Firm (2-10),ACTIVE
CA-000296,Reed-Adams Partners,Sunnyvale,Santa Clara,CA,Personal Injury; Wrongful Death,1991,66,(714) 555-1296,https://reedadamspartners.com,California Secretary of State + State Bar Aggregation,9.6,4.6,Large (50-200),ACTIVE
CA-000297,Johnson & Parker Attorneys,Sunnyvale,Santa Clara,CA,Corporate Law; Business Formation,1992,1,(213) 555-1297,https://johnsonandparkerattorneys.com,California Secretary of State + State Bar Aggregation,9.7,4.7,Solo Practice,ACTIVE
CA-000298,Garcia Associates,Sunnyvale,Santa Clara,CA,Intellectual Property; Patent Law,1993,36,(818) 555-1298,https://garciaassociates.com,California Secretary of State + State Bar Aggregation,9.8,4.8,Mid-Size (11-50),ACTIVE
CA-000299,The Martinez LLC,Sunnyvale,Santa Clara,CA,Litigation; Civil Litigation; Trial Law,1994,14,(559) 555-1299,https://themartinezllc.com,California Secretary of State + State Bar Aggregation,9.9,4.9,Boutique,ACTIVE
CA-000300,"Lee, Brown & Rogers",Sunnyvale,Santa Clara,CA,Employment Law; HR Compliance,1995,7,(510) 555-1300,https://leebrownandrogers.com,California Secretary of State + State Bar Aggregation,7.5,4.0,Small Firm (2-10),ACTIVE
CA-000301,Taylor-Martinez Law Group,Sunnyvale,Santa Clara,CA,Real Estate; Property Law,1996,78,(650) 555-1301,https://taylormartinezlawgroup.com,California Secretary of State + State Bar Aggregation,7.6,4.1,Large (50-200),ACTIVE
CA-000302,Harris & Kim LLP,Sunnyvale,Santa Clara,CA,Family Law; Divorce; Custody,1997,1,(909) 555-1302,https://harrisandkimllp.com,California Secretary of State + State Bar Aggregation,7.7,4.2,Solo Practice,ACTIVE
CA-000303,Green Legal,Sunnyvale,Santa Clara,CA,Criminal Law; White Collar Crime,1998,26,(619) 555-1303,https://greenlegal.com,California Secretary of State + State Bar Aggregation,7.8,4.3,Mid-Size (11-50),ACTIVE
CA-000304,The Roberts Counsel,Sunnyvale,Santa Clara,CA,Immigration Law; Visa Matters,1999,6,(949) 555-1304,https://therobertscounsel.com,California Secretary of State + State Bar Aggregation,7.9,4.4,Boutique,ACTIVE
CA-000305,"Evans, Evans & Evans",Sunnyvale,Santa Clara,CA,Bankruptcy; Debt Relief,2000,5,(562) 555-1305,https://evansevansandevans.com,California Secretary of State + State Bar Aggregation,8.0,4.5,Small Firm (2-10),ACTIVE
CA-000306,Morris-Cook Partners,Sunnyvale,Santa Clara,CA,Environmental Law; Compliance,2001,188,(323) 555-1306,https://morriscookpartners.com,California Secretary of State + State Bar Aggregation,8.1,4.6,Large (50-200),ACTIVE
CA-000307,Morgan & Bell Attorneys,Sunnyvale,Santa Clara,CA,Estate Planning; Probate,2002,1,(661) 555-1307,https://morganandbellattorneys.com,California Secretary of State + State Bar Aggregation,8.2,4.7,Solo Practice,ACTIVE
CA-000308,Campbell-Morris Attorneys,Visalia,Tulare,CA,Real Estate; Property Law,2003,165,(650) 555-1308,https://campbellmorrisattorneys.com,California Secretary of State + State Bar Aggregation,8.3,4.8,Large (50-200),ACTIVE
CA-000309,Collins & Cooper Legal,Visalia,Tulare,CA,Family Law; Divorce; Custody,2004,1,(909) 555-1309,https://collinsandcooperlegal.com,California Secretary of State + State Bar Aggregation,8.4,4.9,Solo Practice,ACTIVE
CA-000310,Cook Counsel,Visalia,Tulare,CA,Criminal Law; White Collar Crime,2005,19,(619) 555-1310,https://cookcounsel.com,California Secretary of State + State Bar Aggregation,8.5,4.0,Mid-Size (11-50),ACTIVE
CA-000311,The Cooper PLLC,Visalia,Tulare,CA,Immigration Law; Visa Matters,2006,9,(949) 555-1311,https://thecooperpllc.com,California Secretary of State + State Bar Aggregation,8.6,4.1,Boutique,ACTIVE
CA-000312,"Smith, Chen & Carter",Visalia,Tulare,CA,Bankruptcy; Debt Relief,2007,4,(562) 555-1312,https://smithchenandcarter.com,California Secretary of State + State Bar Aggregation,8.7,4.2,Small Firm (2-10),ACTIVE
CA-000313,Jones-White LLP,Visalia,Tulare,CA,Environmental Law; Compliance,2008,122,(323) 555-1313,https://joneswhitellp.com,California Secretary of State + State Bar Aggregation,8.8,4.3,Large (50-200),ACTIVE
CA-000314,Rodriguez & Adams Associates,Visalia,Tulare,CA,Estate Planning; Probate,2009,1,(661) 555-1314,https://rodriguezandadamsassociates.com,California Secretary of State + State Bar Aggregation,8.9,4.4,Solo Practice,ACTIVE
CA-000315,Gonzalez LLC,Visalia,Tulare,CA,Securities Law; Compliance; Enforcement,2010,40,(831) 555-1315,https://gonzalezllc.com,California Secretary of State + State Bar Aggregation,9.0,4.5,Mid-Size (11-50),ACTIVE
CA-000316,The Anderson Law Firm,Visalia,Tulare,CA,Entertainment Law; Media & Broadcasting,2011,6,(415) 555-1316,https://theandersonlawfirm.com,California Secretary of State + State Bar Aggregation,9.1,4.6,Boutique,ACTIVE
CA-000317,"White, Reed & Harris",Visalia,Tulare,CA,Healthcare Law; Medical Malpractice,2012,3,(805) 555-1317,https://whitereedandharris.com,California Secretary of State + State Bar Aggregation,9.2,4.7,Small Firm (2-10),ACTIVE
CA-000318,Young-Brown Attorneys,Visalia,Tulare,CA,Personal Injury; Wrongful Death,2013,164,(760) 555-1318,https://youngbrownattorneys.com,California Secretary of State + State Bar Aggregation,9.3,4.8,Large (50-200),ACTIVE
CA-000319,Carter & Martinez Legal,Visalia,Tulare,CA,Corporate Law; Business Formation,2014,1,(858) 555-1319,https://carterandmartinezlegal.com,California Secretary of State + State Bar Aggregation,9.4,4.9,Solo Practice,ACTIVE
CA-000320,Parker Counsel,Visalia,Tulare,CA,Intellectual Property; Patent Law,2015,46,(714) 555-1320,https://parkercounsel.com,California Secretary of State + State Bar Aggregation,9.5,4.0,Mid-Size (11-50),ACTIVE
CA-000321,The Reeves PLLC,Visalia,Tulare,CA,Litigation; Civil Litigation; Trial Law,2016,4,(213) 555-1321,https://thereevespllc.com,California Secretary of State + State Bar Aggregation,9.6,4.1,Boutique,ACTIVE
CA-000322,Adams Law Firm,Santa Clarita,Los Angeles,CA,Securities Law; Compliance; Enforcement,2017,14,(831) 555-1322,https://adamslawfirm.com,California Secretary of State + State Bar Aggregation,9.7,4.2,Mid-Size (11-50),ACTIVE
CA-000323,The Phillips Partners,Santa Clarita,Los Angeles,CA,Entertainment Law; Media & Broadcasting,2018,13,(415) 555-1323,https://thephillipspartners.com,California Secretary of State + State Bar Aggregation,9.8,4.3,Boutique,ACTIVE
CA-000324,"Edwards, Green & Anderson",Santa Clarita,Los Angeles,CA,Healthcare Law; Medical Malpractice,2019,10,(805) 555-1324,https://edwardsgreenandanderson.com,California Secretary of State + State Bar Aggregation,9.9,4.4,Small Firm (2-10),ACTIVE
CA-000325,Murphy-Campbell Associates,Santa Clarita,Los Angeles,CA,Personal Injury; Wrongful Death,2020,54,(760) 555-1325,https://murphycampbellassociates.com,California Secretary of State + State Bar Aggregation,7.5,4.5,Large (50-200),ACTIVE
CA-000326,Peterson & Morris Counsel,Santa Clarita,Los Angeles,CA,Corporate Law; Business Formation,2021,1,(858) 555-1326,https://petersonandmorriscounsel.com,California Secretary of State + State Bar Aggregation,7.6,4.6,Solo Practice,ACTIVE
CA-000327,Howard PLLC,Santa Clarita,Los Angeles,CA,Intellectual Property; Patent Law,2022,16,(714) 555-1327,https://howardpllc.com,California Secretary of State + State Bar Aggregation,7.7,4.7,Mid-Size (11-50),ACTIVE
CA-000328,The Brown Law Group,Santa Clarita,Los Angeles,CA,Litigation; Civil Litigation; Trial Law,2023,15,(213) 555-1328,https://thebrownlawgroup.com,California Secretary of State + State Bar Aggregation,7.8,4.8,Boutique,ACTIVE
CA-000329,"Davis, Rodriguez & Martinez",Santa Clarita,Los Angeles,CA,Employment Law; HR Compliance,2024,5,(818) 555-1329,https://davisrodriguezandmartinez.com,California Secretary of State + State Bar Aggregation,7.9,4.9,Small Firm (2-10),ACTIVE
CA-000330,Lopez-Chen Legal,Santa Clarita,Los Angeles,CA,Real Estate; Property Law,1970,93,(559) 555-1330,https://lopezchenlegal.com,California Secretary of State + State Bar Aggregation,8.0,4.0,Large (50-200),ACTIVE
CA-000331,Kim & White LLC,Santa Clarita,Los Angeles,CA,Family Law; Divorce; Custody,1971,1,(510) 555-1331,https://kimandwhitellc.com,California Secretary of State + State Bar Aggregation,8.1,4.1,Solo Practice,ACTIVE
CA-000332,Jackson Law Firm,Santa Clarita,Los Angeles,CA,Criminal Law; White Collar Crime,1972,37,(650) 555-1332,https://jacksonlawfirm.com,California Secretary of State + State Bar Aggregation,8.2,4.2,Mid-Size (11-50),ACTIVE
CA-000333,The Moore Partners,Santa Clarita,Los Angeles,CA,Immigration Law; Visa Matters,1973,10,(909) 555-1333,https://themoorepartners.com,California Secretary of State + State Bar Aggregation,8.3,4.3,Boutique,ACTIVE
CA-000334,"Nelson, Murphy & Williams",Santa Clarita,Los Angeles,CA,Bankruptcy; Debt Relief,1974,9,(619) 555-1334,https://nelsonmurphyandwilliams.com,California Secretary of State + State Bar Aggregation,8.4,4.4,Small Firm (2-10),ACTIVE
CA-000335,Campbell-Reed Associates,Santa Clarita,Los Angeles,CA,Environmental Law; Compliance,1975,105,(949) 555-1335,https://campbellreedassociates.com,California Secretary of State + State Bar Aggregation,8.5,4.5,Large (50-200),ACTIVE
CA-000336,"Harris, Reeves & Jones",Corona,Riverside,CA,Employment Law; HR Compliance,1976,8,(818) 555-1336,https://harrisreevesandjones.com,California Secretary of State + State Bar Aggregation,8.6,4.6,Small Firm (2-10),ACTIVE
CA-000337,Green-Peterson Counsel,Corona,Riverside,CA,Real Estate; Property Law,1977,66,(559) 555-1337,https://greenpetersoncounsel.com,California Secretary of State + State Bar Aggregation,8.7,4.7,Large (50-200),ACTIVE
CA-000338,Roberts & Johnson Law Firm,Corona,Riverside,CA,Family Law; Divorce; Custody,1978,1,(510) 555-1338,https://robertsandjohnsonlawfirm.com,California Secretary of State + State Bar Aggregation,8.8,4.8,Solo Practice,ACTIVE
CA-000339,Evans Partners,Corona,Riverside,CA,Criminal Law; White Collar Crime,1979,21,(650) 555-1339,https://evanspartners.com,California Secretary of State + State Bar Aggregation,8.9,4.9,Mid-Size (11-50),ACTIVE
CA-000340,The Morris LLP,Corona,Riverside,CA,Immigration Law; Visa Matters,1980,9,(909) 555-1340,https://themorrisllp.com,California Secretary of State + State Bar Aggregation,9.0,4.0,Boutique,ACTIVE
CA-000341,"Morgan, Jackson & Reed",Corona,Riverside,CA,Bankruptcy; Debt Relief,1981,2,(619) 555-1341,https://morganjacksonandreed.com,California Secretary of State + State Bar Aggregation,9.1,4.1,Small Firm (2-10),ACTIVE
CA-000342,Bell-Green LLC,Corona,Riverside,CA,Environmental Law; Compliance,1982,150,(949) 555-1342,https://bellgreenllc.com,California Secretary of State + State Bar Aggregation,9.2,4.2,Large (50-200),ACTIVE
CA-000343,Williams & Campbell PLLC,Corona,Riverside,CA,Estate Planning; Probate,1983,1,(562) 555-1343,https://williamsandcampbellpllc.com,California Secretary of State + State Bar Aggregation,9.3,4.3,Solo Practice,ACTIVE
CA-000344,Miller Law Group,Corona,Riverside,CA,Securities Law; Compliance; Enforcement,1984,27,(323) 555-1344,https://millerlawgroup.com,California Secretary of State + State Bar Aggregation,9.4,4.4,Mid-Size (11-50),ACTIVE
CA-000345,The Hernandez Attorneys,Corona,Riverside,CA,Entertainment Law; Media & Broadcasting,1985,15,(661) 555-1345,https://thehernandezattorneys.com,California Secretary of State + State Bar Aggregation,9.5,4.5,Boutique,ACTIVE
CA-000346,"Chen, Williams & Morris",Corona,Riverside,CA,Healthcare Law; Medical Malpractice,1986,9,(831) 555-1346,https://chenwilliamsandmorris.com,California Secretary of State + State Bar Aggregation,9.6,4.6,Small Firm (2-10),ACTIVE
CA-000347,Thomas-Rodriguez Counsel,Corona,Riverside,CA,Personal Injury; Wrongful Death,1987,124,(415) 555-1347,https://thomasrodriguezcounsel.com,California Secretary of State + State Bar Aggregation,9.7,4.7,Large (50-200),ACTIVE
CA-000348,Martin & Chen Law Firm,Corona,Riverside,CA,Corporate Law; Business Formation,1988,1,(805) 555-1348,https://martinandchenlawfirm.com,California Secretary of State + State Bar Aggregation,9.8,4.8,Solo Practice,ACTIVE
CA-000349,Adams Partners,Corona,Riverside,CA,Intellectual Property; Patent Law,1989,38,(760) 555-1349,https://adamspartners.com,California Secretary of State + State Bar Aggregation,9.9,4.9,Mid-Size (11-50),ACTIVE
CA-000350,Anderson & Gonzalez Law Group,Fontana,San Bernardino,CA,Estate Planning; Probate,1990,1,(562) 555-1350,https://andersonandgonzalezlawgroup.com,California Secretary of State + State Bar Aggregation,7.5,4.0,Solo Practice,ACTIVE
CA-000351,White Attorneys,Fontana,San Bernardino,CA,Securities Law; Compliance; Enforcement,1991,46,(323) 555-1351,https://whiteattorneys.com,California Secretary of State + State Bar Aggregation,7.6,4.1,Mid-Size (11-50),ACTIVE
CA-000352,The Young Associates,Fontana,San Bernardino,CA,Entertainment Law; Media & Broadcasting,1992,13,(661) 555-1352,https://theyoungassociates.com,California Secretary of State + State Bar Aggregation,7.7,4.2,Boutique,ACTIVE
CA-000353,"Carter, Phillips & Parker",Fontana,San Bernardino,CA,Healthcare Law; Medical Malpractice,1993,9,(831) 555-1353,https://carterphillipsandparker.com,California Secretary of State + State Bar Aggregation,7.8,4.3,Small Firm (2-10),ACTIVE
CA-000354,Parker-Reeves PLLC,Fontana,San Bernardino,CA,Personal Injury; Wrongful Death,1994,90,(415) 555-1354,https://parkerreevespllc.com,California Secretary of State + State Bar Aggregation,7.9,4.4,Large (50-200),ACTIVE
CA-000355,Reeves & Peterson Partners,Fontana,San Bernardino,CA,Corporate Law; Business Formation,1995,1,(805) 555-1355,https://reevesandpetersonpartners.com,California Secretary of State + State Bar Aggregation,8.0,4.5,Solo Practice,ACTIVE
CA-000356,Rogers LLP,Fontana,San Bernardino,CA,Intellectual Property; Patent Law,1996,23,(760) 555-1356,https://rogersllp.com,California Secretary of State + State Bar Aggregation,8.1,4.6,Mid-Size (11-50),ACTIVE
CA-000357,The Reed Legal,Fontana,San Bernardino,CA,Litigation; Civil Litigation; Trial Law,1997,7,(858) 555-1357,https://thereedlegal.com,California Secretary of State + State Bar Aggregation,8.2,4.7,Boutique,ACTIVE
CA-000358,"Johnson, Lee & Green",Fontana,San Bernardino,CA,Employment Law; HR Compliance,1998,5,(714) 555-1358,https://johnsonleeandgreen.com,California Secretary of State + State Bar Aggregation,8.3,4.8,Small Firm (2-10),ACTIVE
CA-000359,Garcia-Jackson Law Firm,Fontana,San Bernardino,CA,Real Estate; Property Law,1999,65,(213) 555-1359,https://garciajacksonlawfirm.com,California Secretary of State + State Bar Aggregation,8.4,4.9,Large (50-200),ACTIVE
CA-000360,Martinez & Green Law Group,Fontana,San Bernardino,CA,Family Law; Divorce; Custody,2000,1,(818) 555-1360,https://martinezandgreenlawgroup.com,California Secretary of State + State Bar Aggregation,8.5,4.0,Solo Practice,ACTIVE
