firm_id,firm_name,city,county,state,practice_areas,year_founded,estimated_attorney_count,phone,website,verified_source,firm_type,status
GA-000287,Morris & Associates,Savannah,Chatham,GA,Tax Law; Bankruptcy,1990,21,(762) 434-8494,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000288,"Sanchez, Miller & Murphy",Augusta,Richmond,GA,Patent Law; Tax Law,1972,31,(678) 587-5465,https://firm5539.net,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000289,Thompson & Associates,Augusta,Richmond,GA,Real Estate; Estate Planning,1991,3,(706) 392-4305,,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000290,Hernandez Law Group,Augusta,Richmond,GA,Probate; Administrative Law,2001,40,(678) 619-4345,https://law1820.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000291,Anderson & Associates,Augusta,Richmond,GA,Divorce; Admiralty Law,1980,47,(678) 675-5093,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000292,The Rodriguez Law Firm,Augusta,Richmond,GA,Bankruptcy; Employment Law,1978,4,(678) 301-6233,https://legal7982.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000293,Murphy Law Group,Augusta,Richmond,GA,Administrative Law; Litigation,1963,8,(478) 870-7288,https://attorney5423.com,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000294,Lewis Law Group,Augusta,Richmond,GA,Securities Law; Probate,1960,45,(478) 517-1395,https://legal4708.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000295,Thomas Law Group,Augusta,Richmond,GA,Personal Injury; Environmental Law,2005,41,(912) 461-7890,https://attorney9455.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000296,Hernandez Law Group,Augusta,Richmond,GA,Business Law; Employment Law,2012,49,(706) 438-6453,https://attorney4119.law,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000297,Walker Law Group,Augusta,Richmond,GA,Family Law; Personal Injury,1985,40,(229) 327-9637,https://attorney9938.com,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000298,Torres Law Group,Augusta,Richmond,GA,Civil Litigation; Admiralty Law,1990,36,(478) 385-1130,https://lawyers2131.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000299,Robinson & Young LLP,Augusta,Richmond,GA,Tax Law; Mergers & Acquisitions,1969,27,(762) 480-7606,,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000300,The Lewis Law Firm,Augusta,Richmond,GA,Employment Law; Estate Planning,2022,49,(678) 444-4386,https://legal6826.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000301,Parker & Associates,Augusta,Richmond,GA,Healthcare Law; Personal Injury,1993,37,(404) 438-4648,https://firm8490.legal,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000302,White & Associates,Augusta,Richmond,GA,Corporate Law; Real Estate,1980,49,(762) 452-1285,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000303,Robinson & Associates,Augusta,Richmond,GA,Litigation; Commercial Litigation,1998,13,(706) 258-1323,https://legal4386.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000304,Phillips & Associates,Augusta,Richmond,GA,Estate Planning; Probate,1992,13,(770) 320-7489,,Georgia State Bar Public Directory,Solo Practice,ACTIVE
GA-000305,Sanchez & Associates,Augusta,Richmond,GA,Tax Law; Administrative Law,2003,44,(770) 242-3041,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000306,Martinez Law Group,Augusta,Richmond,GA,Criminal Defense; Corporate Law,2002,47,(478) 498-7664,https://lawyers2631.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000307,Garcia Legal,Augusta,Richmond,GA,Civil Litigation; Tax Law,2010,18,(478) 791-3912,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000308,Wright Law Group,Augusta,Richmond,GA,Administrative Law; Civil Litigation,2019,2,(678) 502-5802,https://attorney3711.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000309,Wilson Law Group,Augusta,Richmond,GA,Admiralty Law; DUI Defense,2003,8,(470) 822-9695,https://law3316.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000310,Thomas & Associates,Augusta,Richmond,GA,Admiralty Law; Mergers & Acquisitions,1960,43,(470) 987-4083,https://attorney9217.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000311,The Martin Law Firm,Augusta,Richmond,GA,Litigation; Administrative Law,1976,26,(706) 905-8181,https://firm9969.net,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000312,Johnson & Moore LLP,Augusta,Richmond,GA,Divorce; Business Law,1967,36,(678) 938-5915,https://law6024.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000313,Campbell & Associates,Augusta,Richmond,GA,Construction Law; Healthcare Law,2015,37,(478) 276-5636,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000314,Thomas & Young LLP,Augusta,Richmond,GA,Probate; Civil Litigation,1996,8,(229) 536-4483,,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000315,The Parker Law Firm,Augusta,Richmond,GA,Litigation; Civil Litigation,1969,39,(470) 326-7449,https://legal5638.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000316,Edwards Law Group,Augusta,Richmond,GA,Mergers & Acquisitions; Business Law,1971,32,(478) 598-9013,https://lawyers7815.net,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000317,Allen Law Group,Augusta,Richmond,GA,Personal Injury; Securities Law,1994,7,(912) 637-7112,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000318,The Walker Law Firm,Augusta,Richmond,GA,Corporate Law; Estate Planning,2019,32,(706) 258-3637,https://attorney9593.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000319,Brown & Associates,Augusta,Richmond,GA,DUI Defense; Estate Planning,1964,4,(470) 544-1018,https://law8039.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000320,White Legal,Augusta,Richmond,GA,Construction Law; Probate,2016,45,(762) 657-1144,https://firm8041.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000321,Campbell Legal,Augusta,Richmond,GA,Litigation; Securities Law,1985,5,(478) 516-5898,https://law7940.com,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000322,Martinez & Harris LLP,Augusta,Richmond,GA,Divorce; Corporate Law,1975,15,(762) 951-4465,https://attorney3541.com,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000323,Jackson & Rodriguez LLP,Augusta,Richmond,GA,Business Law; Healthcare Law,2021,43,(478) 676-9432,https://lawyers1320.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000324,Perez & Gonzalez LLP,Augusta,Richmond,GA,Litigation; Probate,1996,28,(470) 663-5169,https://firm4448.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000325,The Miller Law Firm,Augusta,Richmond,GA,Patent Law; Construction Law,2011,16,(229) 292-4855,https://law5559.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000326,Lewis Legal,Augusta,Richmond,GA,Construction Law; Employment Law,2009,12,(478) 630-5675,https://lawyers7485.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000327,Morris Legal,Augusta,Richmond,GA,Healthcare Law; Environmental Law,2008,35,(478) 624-4252,https://attorney9717.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000328,Brown & Murphy LLP,Columbus,Muscogee,GA,Bankruptcy; Administrative Law,1974,43,(770) 537-5307,https://attorney3260.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000329,Jones & Associates,Columbus,Muscogee,GA,Construction Law; Litigation,2003,30,(470) 591-3841,https://firm4893.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000330,Wilson Law Group,Columbus,Muscogee,GA,Mergers & Acquisitions; Probate,1966,31,(478) 921-7600,https://legal1757.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000331,"Gonzalez, Peterson & Murphy",Columbus,Muscogee,GA,Environmental Law; Criminal Defense,2010,3,(478) 206-8127,https://firm2733.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000332,Davis Law Group,Columbus,Muscogee,GA,Immigration Law; Real Estate,1969,16,(229) 404-1144,https://law288.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000333,Harris & White LLP,Columbus,Muscogee,GA,Construction Law; Probate,1987,20,(229) 360-6907,https://legal893.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000334,Murphy Legal,Columbus,Muscogee,GA,Securities Law; Family Law,2019,5,(912) 908-7324,https://law3958.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000335,Gonzalez & Associates,Columbus,Muscogee,GA,Criminal Defense; Commercial Litigation,1974,50,(404) 761-3043,https://attorney5901.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000336,Collins & Associates,Columbus,Muscogee,GA,Real Estate; Patent Law,1997,41,(404) 205-7748,https://legal3107.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000337,The Scott Law Firm,Columbus,Muscogee,GA,Civil Litigation; Corporate Law,1963,21,(706) 220-5835,https://firm1952.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000338,Taylor Legal,Columbus,Muscogee,GA,Corporate Law; Commercial Litigation,1977,23,(478) 518-2751,https://legal825.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000339,Wilson Legal,Columbus,Muscogee,GA,Corporate Law; Real Estate,2017,32,(678) 881-9579,https://legal2964.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000340,Jones & Associates,Columbus,Muscogee,GA,Family Law; Personal Injury,1995,30,(678) 274-7175,https://lawyers7629.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000341,The Harris Law Firm,Columbus,Muscogee,GA,Commercial Litigation; Family Law,2016,15,(229) 504-5885,https://law1302.org,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000342,Morris & Associates,Columbus,Muscogee,GA,Litigation; Immigration Law,1981,30,(470) 741-3847,https://lawyers2945.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000343,"Smith, White & Phillips",Columbus,Muscogee,GA,Commercial Litigation; Employment Law,2012,12,(706) 416-4277,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000344,Smith Legal,Columbus,Muscogee,GA,DUI Defense; Environmental Law,1971,29,(478) 326-2755,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000345,Torres Law Group,Columbus,Muscogee,GA,Environmental Law; Tax Law,1961,14,(470) 367-9144,https://law7634.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000346,Anderson Law Group,Columbus,Muscogee,GA,Business Law; Corporate Law,2013,3,(770) 529-8772,https://lawyers1103.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000347,Clark Law Group,Columbus,Muscogee,GA,Business Law; Environmental Law,2005,20,(706) 450-2948,https://legal3414.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000348,Taylor Law Group,Columbus,Muscogee,GA,Personal Injury; Healthcare Law,1963,10,(678) 431-7163,https://legal5083.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000349,Wright Legal,Columbus,Muscogee,GA,Admiralty Law; Bankruptcy,2006,27,(762) 631-2690,https://attorney8864.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000350,Jones & Associates,Columbus,Muscogee,GA,Commercial Litigation; Mergers & Acquisitions,1983,31,(678) 585-7198,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000351,Thomas Legal,Columbus,Muscogee,GA,Mergers & Acquisitions; Administrative Law,1986,7,(229) 904-2460,https://legal788.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000352,Collins & Thompson LLP,Columbus,Muscogee,GA,Securities Law; Litigation,2002,37,(229) 351-6662,https://legal8126.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000353,Clark & Associates,Macon,Bibb,GA,DUI Defense; Real Estate,2020,21,(478) 261-2615,https://legal4163.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000354,"Jones, Harris & Torres",Macon,Bibb,GA,Mergers & Acquisitions; Probate,1981,39,(229) 691-8225,https://lawyers9770.legal,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000355,"Hernandez, Moore & Sanchez",Macon,Bibb,GA,Civil Litigation; Immigration Law,1965,5,(770) 272-6612,https://law6082.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000356,Young Law Group,Macon,Bibb,GA,Tax Law; Estate Planning,2006,36,(706) 610-1817,https://attorney3811.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000357,Perez Law Group,Macon,Bibb,GA,Securities Law; Commercial Litigation,1970,30,(706) 886-1078,https://firm7128.net,Georgia State Bar Public Directory,Solo Practice,ACTIVE
GA-000358,Robinson Law Group,Macon,Bibb,GA,Intellectual Property; Commercial Litigation,1981,31,(229) 895-4439,https://firm754.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000359,Ramirez Law Group,Macon,Bibb,GA,Criminal Defense; Healthcare Law,1991,34,(478) 746-5716,https://legal197.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000360,Scott & Robinson LLP,Macon,Bibb,GA,Estate Planning; Patent Law,2022,6,(229) 234-4876,https://attorney5629.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000361,The Harris Law Firm,Macon,Bibb,GA,Estate Planning; Admiralty Law,2003,19,(478) 244-4252,https://legal1050.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000362,The Torres Law Firm,Macon,Bibb,GA,Environmental Law; Corporate Law,1988,29,(770) 626-7861,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000363,"Garcia, Clark & Brown",Macon,Bibb,GA,Admiralty Law; Immigration Law,2006,46,(706) 538-7988,https://legal9518.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000364,Morris Legal,Macon,Bibb,GA,Tax Law; Corporate Law,1965,29,(762) 694-6843,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000365,Phillips & Associates,Macon,Bibb,GA,Environmental Law; Immigration Law,1991,43,(706) 246-3076,https://lawyers2153.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000366,"Reeves, King & Thomas",Macon,Bibb,GA,Healthcare Law; DUI Defense,1965,11,(762) 762-4278,https://legal8685.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000367,Wright & Associates,Macon,Bibb,GA,Family Law; Business Law,1967,39,(912) 790-6071,https://lawyers1636.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000368,Jones & Associates,Macon,Bibb,GA,Criminal Defense; Admiralty Law,1994,8,(706) 623-4671,https://attorney7332.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000369,White Law Group,Macon,Bibb,GA,Intellectual Property; Environmental Law,1988,7,(478) 897-6586,https://law299.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000370,Lopez Legal,Macon,Bibb,GA,Mergers & Acquisitions; Admiralty Law,2000,11,(404) 454-4000,https://attorney1804.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000371,The Wright Law Firm,Macon,Bibb,GA,Criminal Defense; DUI Defense,2016,40,(912) 906-4408,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000372,The Walker Law Firm,Macon,Bibb,GA,Criminal Defense; Environmental Law,1967,41,(478) 726-9180,https://attorney4194.law,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000373,Martin Law Group,Macon,Bibb,GA,Tax Law; Mergers & Acquisitions,2005,6,(770) 801-9453,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000374,Torres Legal,Macon,Bibb,GA,Tax Law; Construction Law,1993,41,(706) 268-4253,https://firm781.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000375,Garcia & Associates,Macon,Bibb,GA,Criminal Defense; Employment Law,1980,50,(229) 811-6606,https://firm9392.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000376,Taylor Legal,Macon,Bibb,GA,Employment Law; Bankruptcy,2018,3,(678) 299-8312,https://law613.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000377,"Brown, Taylor & Martinez",Macon,Bibb,GA,Estate Planning; Employment Law,2014,9,(404) 216-9237,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000378,Ramirez & Associates,Macon,Bibb,GA,Real Estate; Civil Litigation,2016,48,(229) 962-2952,https://attorney8492.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000379,Ramirez Law Group,Macon,Bibb,GA,Real Estate; DUI Defense,1989,35,(478) 415-7087,https://legal2303.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000380,King & Associates,Macon,Bibb,GA,Corporate Law; Criminal Defense,1990,44,(478) 742-5221,https://attorney2942.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000381,"Taylor, Moore & Davis",Macon,Bibb,GA,Litigation; Admiralty Law,1974,32,(478) 988-6414,https://firm1380.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000382,The Rodriguez Law Firm,Athens,Clarke,GA,Corporate Law; Immigration Law,2011,5,(229) 576-8019,https://law9321.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000383,Allen Legal,Athens,Clarke,GA,Real Estate; Construction Law,1998,5,(470) 415-8376,https://law436.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000384,Thomas & Associates,Athens,Clarke,GA,Securities Law; Estate Planning,2003,12,(762) 949-6712,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000385,Thomas Legal,Athens,Clarke,GA,Civil Litigation; Healthcare Law,2002,38,(478) 646-8116,https://attorney2937.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000386,Moore Law Group,Athens,Clarke,GA,Commercial Litigation; Business Law,2009,9,(706) 873-5323,https://lawyers9725.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000387,Collins & Associates,Athens,Clarke,GA,Personal Injury; Bankruptcy,1969,16,(470) 853-6544,https://law5973.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000388,King Legal,Athens,Clarke,GA,Corporate Law; Intellectual Property,1973,17,(229) 491-2117,https://firm8433.law,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000389,Allen Law Group,Athens,Clarke,GA,Intellectual Property; Patent Law,2017,6,(762) 547-5537,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000390,"Martin, Williams & Peterson",Athens,Clarke,GA,Construction Law; Tax Law,1963,45,(404) 557-4338,https://legal1460.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000391,Morris Legal,Athens,Clarke,GA,Admiralty Law; Family Law,1983,2,(912) 367-2189,https://law2940.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000392,Hernandez & Ramirez LLP,Athens,Clarke,GA,Bankruptcy; Family Law,1975,9,(678) 264-1611,https://lawyers1937.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000393,Allen Law Group,Athens,Clarke,GA,Admiralty Law; Mergers & Acquisitions,2019,47,(706) 842-2340,https://attorney286.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000394,White Law Group,Athens,Clarke,GA,Criminal Defense; Healthcare Law,1990,1,(404) 928-2308,,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000395,The Campbell Law Firm,Athens,Clarke,GA,DUI Defense; Tax Law,1975,46,(478) 746-5222,https://lawyers7303.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000396,Lewis & Allen LLP,Athens,Clarke,GA,Patent Law; Corporate Law,2006,1,(478) 511-5161,https://legal666.legal,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000397,Reeves & Lewis LLP,Athens,Clarke,GA,Construction Law; Intellectual Property,1972,29,(404) 593-7477,,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000398,The King Law Firm,Athens,Clarke,GA,Administrative Law; Mergers & Acquisitions,1961,6,(478) 670-6670,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000399,The Robinson Law Firm,Athens,Clarke,GA,Securities Law; Family Law,2004,29,(229) 706-8641,https://law2905.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000400,Garcia Legal,Athens,Clarke,GA,Securities Law; Personal Injury,2015,8,(678) 326-4081,https://firm1175.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000401,The Lopez Law Firm,Athens,Clarke,GA,Criminal Defense; Construction Law,1987,10,(912) 557-6760,https://legal5429.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000402,Rodriguez Law Group,Marietta,Cobb,GA,Real Estate; Tax Law,2017,38,(404) 328-2511,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000403,"Lewis, Gonzalez & Morris",Marietta,Cobb,GA,Business Law; Securities Law,2005,18,(770) 635-6850,https://law3629.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000404,"Allen, Miller & Morris",Marietta,Cobb,GA,Healthcare Law; Estate Planning,1993,49,(770) 431-5756,https://firm762.org,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000405,Rodriguez Legal,Marietta,Cobb,GA,Real Estate; Tax Law,2001,20,(706) 346-3379,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000406,Lopez & Davis LLP,Marietta,Cobb,GA,Estate Planning; Environmental Law,1962,23,(478) 552-9338,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000407,Allen & Associates,Marietta,Cobb,GA,DUI Defense; Construction Law,1980,27,(478) 518-5019,https://attorney2640.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000408,"Murphy, Campbell & Lee",Marietta,Cobb,GA,Admiralty Law; Family Law,2015,4,(478) 257-9397,https://legal5008.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000409,"Phillips, Walker & Robinson",Marietta,Cobb,GA,Personal Injury; Intellectual Property,1982,17,(912) 582-6162,https://lawyers2878.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000410,Edwards & Associates,Marietta,Cobb,GA,Securities Law; Real Estate,1978,19,(404) 680-8097,https://firm9713.net,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000411,The Brown Law Firm,Marietta,Cobb,GA,Estate Planning; Employment Law,1997,10,(912) 201-5905,https://attorney8588.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000412,Hernandez Legal,Marietta,Cobb,GA,Bankruptcy; Securities Law,2004,2,(762) 381-4344,https://lawyers3519.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000413,Miller & Associates,Marietta,Cobb,GA,Environmental Law; Patent Law,1995,49,(706) 975-5531,https://law9943.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000414,Hernandez Law Group,Marietta,Cobb,GA,Personal Injury; Corporate Law,2007,45,(770) 718-6700,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000415,Thompson Legal,Marietta,Cobb,GA,Intellectual Property; Estate Planning,1980,45,(470) 385-1641,,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000416,Lopez Legal,Marietta,Cobb,GA,Family Law; Admiralty Law,2008,20,(762) 999-8902,https://firm9423.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000417,The Garcia Law Firm,Marietta,Cobb,GA,Patent Law; Real Estate,1985,20,(678) 844-6739,https://attorney8883.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000418,Hernandez Legal,Marietta,Cobb,GA,Environmental Law; Civil Litigation,1968,33,(478) 424-9357,https://lawyers4505.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000419,Davis Law Group,Marietta,Cobb,GA,Immigration Law; Corporate Law,1977,19,(478) 580-2362,https://lawyers5811.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000420,Murphy & Associates,Marietta,Cobb,GA,Healthcare Law; Intellectual Property,1999,26,(678) 531-3917,https://legal8446.law,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000421,Martin & Associates,Marietta,Cobb,GA,Intellectual Property; Criminal Defense,1971,30,(404) 384-4665,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000422,"Murphy, Brown & Wilson",Marietta,Cobb,GA,Tax Law; Admiralty Law,1999,17,(478) 612-7670,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000423,Rodriguez & Murphy LLP,Marietta,Cobb,GA,Personal Injury; Administrative Law,2005,14,(470) 753-8290,,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000424,Rodriguez Law Group,Marietta,Cobb,GA,Tax Law; Civil Litigation,1986,20,(770) 464-5377,https://law1451.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000425,The Brown Law Firm,Marietta,Cobb,GA,Personal Injury; Litigation,2000,5,(678) 203-3805,https://lawyers601.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000426,Wright & Robinson LLP,Marietta,Cobb,GA,Divorce; Criminal Defense,2014,46,(229) 938-1901,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000427,Ramirez Legal,Marietta,Cobb,GA,Admiralty Law; Securities Law,2015,2,(229) 800-8759,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000428,Brown & Associates,Marietta,Cobb,GA,Employment Law; Family Law,2008,26,(678) 444-1746,https://firm3405.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000429,Miller & Associates,Marietta,Cobb,GA,Employment Law; Healthcare Law,1972,41,(770) 662-5773,https://firm1833.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000430,Anderson Law Group,Marietta,Cobb,GA,Employment Law; Divorce,2013,26,(404) 369-7441,https://law6801.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000431,The Collins Law Firm,Marietta,Cobb,GA,Patent Law; DUI Defense,2017,21,(478) 481-5350,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
